Work ID,File Name,Work Agent,Work Title,Work Type,Work Material,Work Description,Work Measurements,Work Date,Work Location,GPSLatitude,GPSLongitude,Image Relation,Image Title,Image Work Type,Work Location Creation,Work Cultural Context,Work Style Period,Work Location Site,Collection,Image Rights,Image Source,Image URL
742,AR-MA-Bruzzone-Colmegna-Victoria-Retrato-2-Jagger-0742-00.jpg,"Colmegna, Victoria",Retrato 2 – Jagger,,Acrílico sobre papel de regalo,"Retrato de una cara con flores, sobre fondo negro",67 cm x 47 cm,2012 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 742",-34599,-58380,"[imageOf 742, RAC Database]",Retrato 2 – Jagger,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Colmegna-Victoria-Retrato-2-Jagger-0742-00.jpg
346,AR-MA-Bruzzone-Compagnucci-Andres-Aniversario-del-Reinado-0346-00.jpg,"Compagnucci, Andrés ",25 Aniversario del Reinado de S.M. Don Juan Carlos I,,Impreso sobre papel,Serie de 7 estampillas en conmemoración del aniversario…,8 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 346",-34599,-58380,"[imageOf 346, RAC Database]",25 Aniversario del Reinado de S.M. Don Juan Carlos I,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Compagnucci-Andres-Aniversario-del-Reinado-0346-00.jpg
100,AR-MA-Bruzzone-Compagnucci-Andres-Recuerdo-de-Miramar-0100-00.jpg,"Compagnucci, Andrés ",Recuerdo de Miramar,,Oleo sobre tela,Imagen de caracoles formando los típicos recuerdos,70 cm x 100 cm,1995 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 100",-34599,-58380,"[imageOf 100, RAC Database]",Recuerdo de Miramar,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Compagnucci-Andres-Recuerdo-de-Miramar-0100-00.jpg
1829,AR-MA-Bruzzone-Contrafatti-Guido-Orlando-Columna-de-Humo-1829-00.jpg,"Contrafatti, Guido Orlando",Columna de Humo,,lápiz de color [300022441] sobre papel,Abstracción de nubes de humo de colores,29.5 cm x 20.5 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1829",-34599,-58380,"[imageOf 1829, RAC Database]",Columna de Humo,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Contrafatti-Guido-Orlando-Columna-de-Humo-1829-00.jpg
1825,AR-MA-Bruzzone-Contrafatti-Guido-Orlando-ST-Resaka-Tecnica-Mixta-1825-00.jpg,"Contrafatti, Guido Orlando",Sin título. Resaka,,Técnica mixta. AcrÌlico y laca acrÌlica sobre lienzo. Parrilla de hierro,Un personaje vomitando sobre una parrilla de asado,Canvas 40 cm x 30 cm; Grill 100 cm x 71 cm,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1825",-34599,-58380,"[imageOf 1825, RAC Database]",Sin título. Resaka,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Contrafatti-Guido-Orlando-ST-Resaka-Tecnica-Mixta-1825-00.jpg
1256,AR-MA-Bruzzone-Contreras-Perro-1256-00.jpg,Contreras,Perro,,Escultura,"Perro alargado, con grandes dientes",approximately 35.5 cm x 7 cm x 9.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1256",-34599,-58380,"[imageOf 1256, RAC Database]",Perro,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Contreras-Perro-1256-00.jpg
1068,AR-MA-Bruzzone-Corsaro-Julia-Esfinge-1068-00.jpg,"Corsaro, Julia ",Sin título - Esfinge,,Impreso sobre papel. Póster,Imagen de la esfinge egipcia,70 cm x 50 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1068",-34599,-58380,"[imageOf 1068, RAC Database]",Sin título - Esfinge,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Corsaro-Julia-Esfinge-1068-00.jpg
171,AR-MA-Bruzzone-Costantino-Nicola-Bebe-Viejo-0171-00.jpg,"Costantino, Nicola ",Bebé-Viejo,,Objeto-escultura. Técnica mixta,"Un bebé viejo, tomando vino de una botella",30 cm x 50 cm x 59 cm,1993 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 171",-34599,-58380,"[imageOf 171, RAC Database]",Bebé-Viejo,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Costantino-Nicola-Bebe-Viejo-0171-00.jpg
204,AR-MA-Bruzzone-Costantino-Nicola-Ortito-0204-00.jpg,"Costantino, Nicola ",Ortito,,Molde de silicona,Un esfínter con su textura,11.5 cm x 11.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 204",-34599,-58380,"[imageOf 204, RAC Database]",Ortito,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Costantino-Nicola-Ortito-0204-00.jpg
524,AR-MA-Bruzzone-Costantino-Nicola-Ortito-enrollado-0524-00.jpg,"Costantino, Nicola ",Ortito enrollado,,Molde de silicona,Un esfínter con su textura,8.5 cm x 10.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 524",-34599,-58380,"[imageOf 524, RAC Database]",Ortito enrollado,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Costantino-Nicola-Ortito-enrollado-0524-00.jpg
195,AR-MA-Bruzzone-Costantino-Nicola-Pelota-de-rugby-0195-00.jpg,"Costantino, Nicola ",Pelota de rugby,,Objeto. Molde de silicona,"Pelota de rugby con cuatro gajos cocidos, con diferentes esfínteres en los mismos",14 cm x 7 cm x 7 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 195",-34599,-58380,"[imageOf 195, RAC Database]",Pelota de rugby,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Costantino-Nicola-Pelota-de-rugby-0195-00.jpg
1782,AR-MA-Bruzzone-Courtis-Alan-Taller-de-exploracion-sonora-Fiorito-1782-00.jpg,"Courtis, Alan",Taller de exploración sonora Fiorito,,Grabación en CD. Dibujo al pastel graso y collage sobre cartón,Sonidos creados por chicos de Villa Fiorito,12 cm x 12 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1782",-34599,-58380,"[imageOf 1782, RAC Database]",Taller de exploración sonora Fiorito,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Courtis-Alan-Taller-de-exploracion-sonora-Fiorito-1782-00.jpg
1833,AR-MA-Bruzzone-Cristofano-Natalia-Celular-1833-00.jpg,"Cristófano, Natalia",Celular,,"Escultura. Resina, plásticos, metales, pintura, cadena de metal",Un celular con una estrella y un caballo,10.5 cm x 6.5 cm x 1.2 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1833",-34599,-58380,"[imageOf 1833, RAC Database]",Celular,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cristofano-Natalia-Celular-1833-00.jpg
1384,AR-MA-Bruzzone-Cristofano-Natalia-El-sol-hora-magica-en-la-ruta-1384-00.jpg,"Cristofano, Natalia","El sol, hora mágica en la ruta",,Pintura sobre tela,Un atardecer ó amanecer en el campo,24 cm x 30 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1384",-34599,-58380,"[imageOf 1384, RAC Database]","El sol, hora mágica en la ruta",digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cristofano-Natalia-El-sol-hora-magica-en-la-ruta-1384-00.jpg
1381,AR-MA-Bruzzone-Cristofano-Natalia-Retrato-llorando-1381-00.jpg,"Cristofano, Natalia",Retrato llorando,,Pintura sobre papel,Retrato de un personaje llorando con estrellas y un arcoíris al pié,95 cm x 65 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1381",-34599,-58380,"[imageOf 1381, RAC Database]",Retrato llorando,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cristofano-Natalia-Retrato-llorando-1381-00.jpg
1998,AR-MA-Bruzzone-Cristofano-Natalia-Selfie-1998-00.jpg,"Cristófano, Natalia",Selfie,,Oleo sobre tela. Sin empastes. Tela con imprimación industrial,Selfie de Maira con un vaso en la mano,45.5 cm x 36 cm,2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1998",-34599,-58380,"[imageOf 1998, RAC Database]",Selfie,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cristofano-Natalia-Selfie-1998-00.jpg
1764,AR-MA-Bruzzone-Cristofano-Natalia-Serie-Geometricos-1764-00.jpg,"Cristófano, Natalia",Sin título. Serie Geométricos,,Oleo sobre tela,Seis obras con planos de colores geométricos,13 cm x 18 cm (each),2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1764",-34599,-58380,"[imageOf 1764, RAC Database]",Sin título. Serie Geométricos,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cristofano-Natalia-Serie-Geometricos-1764-00.jpg
870,AR-MA-Bruzzone-Cristofano-Natalia-Vitrina-0870-00.jpg,"Cristófano, Natalia",Vitrina,,Objetos. Vitrina,Vitrina con múltiples objetos,54 cm x 45.5 cm x 9 cm,2012 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 870",-34599,-58380,"[imageOf 870, RAC Database]",Vitrina,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cristofano-Natalia-Vitrina-0870-00.jpg
1447,AR-MA-Bruzzone-Croceri-Jimena-Amazonas-1447-00.jpg,"Croceri, Jimena",Amazonas,,FotografÌa sobre papel. Impresiones de terminación mate,Diferentes vistas del Amazonas. Paisajes y una autorreferencial,28 cm x 21 cm (2 samples); 20 cm x 15 cm (2 samples); 20 cm x 11 cm (1 sample),2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1447",-34599,-58380,"[imageOf 1447, RAC Database]",Amazonas,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Croceri-Jimena-Amazonas-1447-00.jpg
1194,AR-MA-Bruzzone-Croceri-Jimena-El-aire-entre-los-dos-1194-00.jpg,"Croceri, Jimena",El aire entre los dos tiene forma de hueso (serie),,Escultura en yeso,Impresión resultante del entrelazado de manos trenzadas de cuatro personas,20 cm x 18 cm x 8 cm,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1194",-34599,-58380,"[imageOf 1194, RAC Database]",El aire entre los dos tiene forma de hueso (serie),digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Croceri-Jimena-El-aire-entre-los-dos-1194-00.jpg
1568,AR-MA-Bruzzone-Croceri-Jimena-Mi-ojo-1568-00.jpg,"Croceri, Jimena",Mi ojo,,Escultura. Molde en yeso. Detalles color negro,Un ojo,7.5 cm x 6 cm x 3 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1568",-34599,-58380,"[imageOf 1568, RAC Database]",Mi ojo,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Croceri-Jimena-Mi-ojo-1568-00.jpg
1577,AR-MA-Bruzzone-Croceri-Jimena-Tinta-aguada-I-1577-00.jpg,"Croceri, Jimena",Tinta aguada I,,Tinta aguada sobre papel,Abstracto,59.5 cm x 27 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1577",-34599,-58380,"[imageOf 1577, RAC Database]",Tinta aguada I,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Croceri-Jimena-Tinta-aguada-I-1577-00.jpg
1578,AR-MA-Bruzzone-Croceri-Jimena-Tinta-aguada-II-1578-00.jpg,"Croceri, Jimena",Tinta aguada II,,Tinta aguada sobre papel,Abstracto,43.5 cm x 31 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1578",-34599,-58380,"[imageOf 1578, RAC Database]",Tinta aguada II,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Croceri-Jimena-Tinta-aguada-II-1578-00.jpg
1393,AR-MA-Bruzzone-Crubellati-Damian-Calle-1393-00.jpg,"Crubellati, Damián",Calle,,Mixta sobre tablero,Personajes en la calle,30 cm x 50 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1393",-34599,-58380,"[imageOf 1393, RAC Database]",Calle,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Crubellati-Damian-Calle-1393-00.jpg
1651,AR-MA-Bruzzone-Crubellati-Damian-Proyecto-Bruzzone-de-Bolsillo-1651-00.jpg,"Crubellati, Damián",Proyecto Bruzzone de Bolsillo,,"Dibujos sobre papel. Libreta, bolígrafo, grafito | lápiz de grafito [300022443], lápiz de color [300022441]",Una libreta con 46 retratos,13 cm x 8 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1651",-34599,-58380,"[imageOf 1651, RAC Database]",Proyecto Bruzzone de Bolsillo,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Crubellati-Damian-Proyecto-Bruzzone-de-Bolsillo-1651-00.jpg
1379,AR-MA-Bruzzone-Crubellati-Damian-Subte-II-1379-00.jpg,"Crubellati, Damián",Subte II,,Antigua técnica mixta - Temple y óleo sobre tablero,Personas viajando en subte con pequeños monstruos en los pasamanos,34 cm x 38 cm,2015 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1379",-34599,-58380,"[imageOf 1379, RAC Database]",Subte II,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Crubellati-Damian-Subte-II-1379-00.jpg
719,AR-MA-Bruzzone-Cucurto-Washington-Cazadores-de-pajaritos-0719-00.jpg,"Cucurto, Washington",Cazadores de pajaritos,,Libro,Libro con cuentos. Tapa ilustrada con leyenda “¡Suenen los Discos!”,50 cm x 35 cm x 2 cm,2004 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 719",-34599,-58380,"[imageOf 719, RAC Database]",Cazadores de pajaritos,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cucurto-Washington-Cazadores-de-pajaritos-0719-00.jpg
1777,AR-MA-Bruzzone-Cucurto-Washington-Invernadero-de-carton-1777-00.jpg,"Cucurto, Washington",Invernadero de cartón,,Libro. Impreso sobre papel,Catálogo numerado de la muestra “Invernadero de cartón”,22.5 cm x 15.5 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1777",-34599,-58380,"[imageOf 1777, RAC Database]",Invernadero de cartón,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cucurto-Washington-Invernadero-de-carton-1777-00.jpg
1775,AR-MA-Bruzzone-Cucurto-Washington-Mozo-de-la-Giralda-en-Kentucky-1775-00.jpg,"Cucurto, Washington",Mozo de la Giralda en Kentucky,,Acrílico sobre papel. Papel tipo afiche con impresión de la Pizzería - Bar Kentucky,"Un personaje negro, con aro de ángel, llevando una bandeja con botellas y vasos, con mesas a sus pies",59.5 cm x 43 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1775",-34599,-58380,"[imageOf 1775, RAC Database]",Mozo de la Giralda en Kentucky,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cucurto-Washington-Mozo-de-la-Giralda-en-Kentucky-1775-00.jpg
1461,AR-MA-Bruzzone-Cucurto-Washington-Panambi-1461-00.jpg,"Cucurto, Washington",Panambi,,Librillo. Impreso sobre papel. Tintas de impresión. Banda de papel escrita en bolígrafo,"Un librillo con un cuento y dibujos. En la contratapa la canción de Gilda ""No me arrepiento de este amor""",17.5 cm x 11.8 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1461",-34599,-58380,"[imageOf 1461, RAC Database]",Panambi,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cucurto-Washington-Panambi-1461-00.jpg
1455,AR-MA-Bruzzone-Cucurto-Washington-Zelarayan-1455-00.jpg,"Cucurto, Washington",Zelarayán,,Librillo. Impreso sobre papel,Librillo con poesías/cuentos,14 cm x 11 cm,1998 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1455",-34599,-58380,"[imageOf 1455, RAC Database]",Zelarayán,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cucurto-Washington-Zelarayan-1455-00.jpg
1813,AR-MA-Bruzzone-Cumpari-Ceremonia-Juego-de-te-1813-00.jpg,Cumpari,Ceremonia. Juego de té,,Cerámica esmaltada. Pigmentos y barniz horneado,"Juego de té con figura masculina, femenina, cara, bandeja, varita, mica y restos vegetales",approximately 30 cm x 20 cm x 15 cm; Teapot 15 cm x 10 cm x 9 cm; Matrix cup 9 cm x 7 cm x 9 cm; Mouth cup 8 cm x 9 cm x 12 cm; Plate 5 cm x 11 cm x 11 cm; Mixer 20 cm x 1 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1813",-34599,-58380,"[imageOf 1813, RAC Database]",Ceremonia. Juego de té,digital image,Argentina,Argentinean,Contemporary,"""Private Collection (Buenos Aires, Argentina)""",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/dam/,https://museosabiertos.org/dam/AR-MA-Bruzzone-Cumpari-Ceremonia-Juego-de-te-1813-00.jpg
